global_bit,kind,control_bit,cell,local_bit,x,y,z,bit
3206,cell,,26,110,0.011958857261409063,-0.028871235390977707,1.71875,1
3207,cell,,26,111,0.011958857261409063,-0.028871235390977707,1.734375,0
3208,cell,,26,112,0.011958857261409063,-0.028871235390977707,1.75,0
3209,cell,,26,113,0.011958857261409063,-0.028871235390977707,1.765625,0
3210,cell,,26,114,0.011958857261409063,-0.028871235390977707,1.78125,0
3211,cell,,26,115,0.011958857261409063,-0.028871235390977707,1.796875,1
3212,cell,,26,116,0.011958857261409063,-0.028871235390977707,1.8125,0
3213,cell,,26,117,0.011958857261409063,-0.028871235390977707,1.828125,0
3214,cell,,27,0,0.017361569781862558,-0.025983425384454546,0.0,1
3215,cell,,27,1,0.017361569781862558,-0.025983425384454546,0.015625,1
3216,cell,,27,2,0.017361569781862558,-0.025983425384454546,0.03125,1
3217,cell,,27,3,0.017361569781862558,-0.025983425384454546,0.046875,0
3218,cell,,27,4,0.017361569781862558,-0.025983425384454546,0.0625,1
3219,cell,,27,5,0.017361569781862558,-0.025983425384454546,0.078125,0
3220,cell,,27,6,0.017361569781862558,-0.025983425384454546,0.09375,0
3221,cell,,27,7,0.017361569781862558,-0.025983425384454546,0.109375,0
3222,cell,,27,8,0.017361569781862558,-0.025983425384454546,0.125,0
3223,cell,,27,9,0.017361569781862558,-0.025983425384454546,0.140625,0
3224,cell,,27,10,0.017361569781862558,-0.025983425384454546,0.15625,0
3225,cell,,27,11,0.017361569781862558,-0.025983425384454546,0.171875,0
3226,cell,,27,12,0.017361569781862558,-0.025983425384454546,0.1875,0
3227,cell,,27,13,0.017361569781862558,-0.025983425384454546,0.203125,0
3228,cell,,27,14,0.017361569781862558,-0.025983425384454546,0.21875,0
3229,cell,,27,15,0.017361569781862558,-0.025983425384454546,0.234375,0
3230,cell,,27,16,0.017361569781862558,-0.025983425384454546,0.25,0
3231,cell,,27,17,0.017361569781862558,-0.025983425384454546,0.265625,0
3232,cell,,27,18,0.017361569781862558,-0.025983425384454546,0.28125,0
3233,cell,,27,19,0.017361569781862558,-0.025983425384454546,0.296875,0
3234,cell,,27,20,0.017361569781862558,-0.025983425384454546,0.3125,0
3235,cell,,27,21,0.017361569781862558,-0.025983425384454546,0.328125,0
3236,cell,,27,22,0.017361569781862558,-0.025983425384454546,0.34375,0
3237,cell,,27,23,0.017361569781862558,-0.025983425384454546,0.359375,0
3238,cell,,27,24,0.017361569781862558,-0.025983425384454546,0.375,0
3239,cell,,27,25,0.017361569781862558,-0.025983425384454546,0.390625,0
3240,cell,,27,26,0.017361569781862558,-0.025983425384454546,0.40625,0
3241,cell,,27,27,0.017361569781862558,-0.025983425384454546,0.421875,0
3242,cell,,27,28,0.017361569781862558,-0.025983425384454546,0.4375,0
3243,cell,,27,29,0.017361569781862558,-0.025983425384454546,0.453125,0
3244,cell,,27,30,0.017361569781862558,-0.025983425384454546,0.46875,0
3245,cell,,27,31,0.017361569781862558,-0.025983425384454546,0.484375,0
3246,cell,,27,32,0.017361569781862558,-0.025983425384454546,0.5,0
3247,cell,,27,33,0.017361569781862558,-0.025983425384454546,0.515625,0
3248,cell,,27,34,0.017361569781862558,-0.025983425384454546,0.53125,0
3249,cell,,27,35,0.017361569781862558,-0.025983425384454546,0.546875,1
3250,cell,,27,36,0.017361569781862558,-0.025983425384454546,0.5625,1
3251,cell,,27,37,0.017361569781862558,-0.025983425384454546,0.578125,0
3252,cell,,27,38,0.017361569781862558,-0.025983425384454546,0.59375,0
3253,cell,,27,39,0.017361569781862558,-0.025983425384454546,0.609375,0
3254,cell,,27,40,0.017361569781862558,-0.025983425384454546,0.625,0
3255,cell,,27,41,0.017361569781862558,-0.025983425384454546,0.640625,0
3256,cell,,27,42,0.017361569781862558,-0.025983425384454546,0.65625,0
3257,cell,,27,43,0.017361569781862558,-0.025983425384454546,0.671875,0
3258,cell,,27,44,0.017361569781862558,-0.025983425384454546,0.6875,0
3259,cell,,27,45,0.017361569781862558,-0.025983425384454546,0.703125,0
3260,cell,,27,46,0.017361569781862558,-0.025983425384454546,0.71875,0
3261,cell,,27,47,0.017361569781862558,-0.025983425384454546,0.734375,0
3262,cell,,27,48,0.017361569781862558,-0.025983425384454546,0.75,0
3263,cell,,27,49,0.017361569781862558,-0.025983425384454546,0.765625,0
3264,cell,,27,50,0.017361569781862558,-0.025983425384454546,0.78125,0
3265,cell,,27,51,0.017361569781862558,-0.025983425384454546,0.796875,0
3266,cell,,27,52,0.017361569781862558,-0.025983425384454546,0.8125,0
3267,cell,,27,53,0.017361569781862558,-0.025983425384454546,0.828125,0
3268,cell,,27,54,0.017361569781862558,-0.025983425384454546,0.84375,0
3269,cell,,27,55,0.017361569781862558,-0.025983425384454546,0.859375,0
3270,cell,,27,56,0.017361569781862558,-0.025983425384454546,0.875,0
3271,cell,,27,57,0.017361569781862558,-0.025983425384454546,0.890625,0
3272,cell,,27,58,0.017361569781862558,-0.025983425384454546,0.90625,0
3273,cell,,27,59,0.017361569781862558,-0.025983425384454546,0.921875,0
3274,cell,,27,60,0.017361569781862558,-0.025983425384454546,0.9375,0
3275,cell,,27,61,0.017361569781862558,-0.025983425384454546,0.953125,0
3276,cell,,27,62,0.017361569781862558,-0.025983425384454546,0.96875,0
3277,cell,,27,63,0.017361569781862558,-0.025983425384454546,0.984375,0
3278,cell,,27,64,0.017361569781862558,-0.025983425384454546,1.0,0
3279,cell,,27,65,0.017361569781862558,-0.025983425384454546,1.015625,1
3280,cell,,27,66,0.017361569781862558,-0.025983425384454546,1.03125,0
3281,cell,,27,67,0.017361569781862558,-0.025983425384454546,1.046875,1
3282,cell,,27,68,0.017361569781862558,-0.025983425384454546,1.0625,0
3283,cell,,27,69,0.017361569781862558,-0.025983425384454546,1.078125,1
3284,cell,,27,70,0.017361569781862558,-0.025983425384454546,1.09375,0
3285,cell,,27,71,0.017361569781862558,-0.025983425384454546,1.109375,1
3286,cell,,27,72,0.017361569781862558,-0.025983425384454546,1.125,1
3287,cell,,27,73,0.017361569781862558,-0.025983425384454546,1.140625,1
3288,cell,,27,74,0.017361569781862558,-0.025983425384454546,1.15625,1
3289,cell,,27,75,0.017361569781862558,-0.025983425384454546,1.171875,1
3290,cell,,27,76,0.017361569781862558,-0.025983425384454546,1.1875,0
3291,cell,,27,77,0.017361569781862558,-0.025983425384454546,1.203125,1
3292,cell,,27,78,0.017361569781862558,-0.025983425384454546,1.21875,1
3293,cell,,27,79,0.017361569781862558,-0.025983425384454546,1.234375,0
3294,cell,,27,80,0.017361569781862558,-0.025983425384454546,1.25,0
3295,cell,,27,81,0.017361569781862558,-0.025983425384454546,1.265625,1
3296,cell,,27,82,0.017361569781862558,-0.025983425384454546,1.28125,1
3297,cell,,27,83,0.017361569781862558,-0.025983425384454546,1.296875,0
3298,cell,,27,84,0.017361569781862558,-0.025983425384454546,1.3125,0
3299,cell,,27,85,0.017361569781862558,-0.025983425384454546,1.328125,0
3300,cell,,27,86,0.017361569781862558,-0.025983425384454546,1.34375,1
3301,cell,,27,87,0.017361569781862558,-0.025983425384454546,1.359375,1
3302,cell,,27,88,0.017361569781862558,-0.025983425384454546,1.375,1
3303,cell,,27,89,0.017361569781862558,-0.025983425384454546,1.390625,0
3304,cell,,27,90,0.017361569781862558,-0.025983425384454546,1.40625,1
3305,cell,,27,91,0.017361569781862558,-0.025983425384454546,1.421875,0
3306,cell,,27,92,0.017361569781862558,-0.025983425384454546,1.4375,0
3307,cell,,27,93,0.017361569781862558,-0.025983425384454546,1.453125,1
3308,cell,,27,94,0.017361569781862558,-0.025983425384454546,1.46875,0
3309,cell,,27,95,0.017361569781862558,-0.025983425384454546,1.484375,0
3310,cell,,27,96,0.017361569781862558,-0.025983425384454546,1.5,1
3311,cell,,27,97,0.017361569781862558,-0.025983425384454546,1.515625,0
3312,cell,,27,98,0.017361569781862558,-0.025983425384454546,1.53125,1
3313,cell,,27,99,0.017361569781862558,-0.025983425384454546,1.546875,1
3314,cell,,27,100,0.017361569781862558,-0.025983425384454546,1.5625,0
3315,cell,,27,101,0.017361569781862558,-0.025983425384454546,1.578125,1
3316,cell,,27,102,0.017361569781862558,-0.025983425384454546,1.59375,0
3317,cell,,27,103,0.017361569781862558,-0.025983425384454546,1.609375,0
3318,cell,,27,104,0.017361569781862558,-0.025983425384454546,1.625,1
3319,cell,,27,105,0.017361569781862558,-0.025983425384454546,1.640625,0
3320,cell,,27,106,0.017361569781862558,-0.025983425384454546,1.65625,0
3321,cell,,27,107,0.017361569781862558,-0.025983425384454546,1.671875,0
3322,cell,,27,108,0.017361569781862558,-0.025983425384454546,1.6875,0
3323,cell,,27,109,0.017361569781862558,-0.025983425384454546,1.703125,1
3324,cell,,27,110,0.017361569781862558,-0.025983425384454546,1.71875,1
3325,cell,,27,111,0.017361569781862558,-0.025983425384454546,1.734375,1
3326,cell,,27,112,0.017361569781862558,-0.025983425384454546,1.75,1
3327,cell,,27,113,0.017361569781862558,-0.025983425384454546,1.765625,1
3328,cell,,27,114,0.017361569781862558,-0.025983425384454546,1.78125,0
3329,cell,,27,115,0.017361569781862558,-0.025983425384454546,1.796875,0
3330,cell,,27,116,0.017361569781862558,-0.025983425384454546,1.8125,0
3331,cell,,27,117,0.017361569781862558,-0.025983425384454546,1.828125,0
3332,cell,,28,0,0.022097086912079605,-0.022097086912079615,0.0,0
3333,cell,,28,1,0.022097086912079605,-0.022097086912079615,0.015625,0
3334,cell,,28,2,0.022097086912079605,-0.022097086912079615,0.03125,1
3335,cell,,28,3,0.022097086912079605,-0.022097086912079615,0.046875,0
3336,cell,,28,4,0.022097086912079605,-0.022097086912079615,0.0625,0
3337,cell,,28,5,0.022097086912079605,-0.022097086912079615,0.078125,1
3338,cell,,28,6,0.022097086912079605,-0.022097086912079615,0.09375,0
3339,cell,,28,7,0.022097086912079605,-0.022097086912079615,0.109375,0
3340,cell,,28,8,0.022097086912079605,-0.022097086912079615,0.125,0
3341,cell,,28,9,0.022097086912079605,-0.022097086912079615,0.140625,0
3342,cell,,28,10,0.022097086912079605,-0.022097086912079615,0.15625,0
3343,cell,,28,11,0.022097086912079605,-0.022097086912079615,0.171875,0
3344,cell,,28,12,0.022097086912079605,-0.022097086912079615,0.1875,0
3345,cell,,28,13,0.022097086912079605,-0.022097086912079615,0.203125,0
3346,cell,,28,14,0.022097086912079605,-0.022097086912079615,0.21875,0
3347,cell,,28,15,0.022097086912079605,-0.022097086912079615,0.234375,0
3348,cell,,28,16,0.022097086912079605,-0.022097086912079615,0.25,0
3349,cell,,28,17,0.022097086912079605,-0.022097086912079615,0.265625,0
3350,cell,,28,18,0.022097086912079605,-0.022097086912079615,0.28125,0
3351,cell,,28,19,0.022097086912079605,-0.022097086912079615,0.296875,0
3352,cell,,28,20,0.022097086912079605,-0.022097086912079615,0.3125,0
3353,cell,,28,21,0.022097086912079605,-0.022097086912079615,0.328125,0
3354,cell,,28,22,0.022097086912079605,-0.022097086912079615,0.34375,0
3355,cell,,28,23,0.022097086912079605,-0.022097086912079615,0.359375,0
3356,cell,,28,24,0.022097086912079605,-0.022097086912079615,0.375,0
3357,cell,,28,25,0.022097086912079605,-0.022097086912079615,0.390625,0
3358,cell,,28,26,0.022097086912079605,-0.022097086912079615,0.40625,0
3359,cell,,28,27,0.022097086912079605,-0.022097086912079615,0.421875,0
3360,cell,,28,28,0.022097086912079605,-0.022097086912079615,0.4375,0
3361,cell,,28,29,0.022097086912079605,-0.022097086912079615,0.453125,0
3362,cell,,28,30,0.022097086912079605,-0.022097086912079615,0.46875,0
3363,cell,,28,31,0.022097086912079605,-0.022097086912079615,0.484375,0
3364,cell,,28,32,0.022097086912079605,-0.022097086912079615,0.5,1
3365,cell,,28,33,0.022097086912079605,-0.022097086912079615,0.515625,0
3366,cell,,28,34,0.022097086912079605,-0.022097086912079615,0.53125,1
3367,cell,,28,35,0.022097086912079605,-0.022097086912079615,0.546875,0
3368,cell,,28,36,0.022097086912079605,-0.022097086912079615,0.5625,0
3369,cell,,28,37,0.022097086912079605,-0.022097086912079615,0.578125,1
3370,cell,,28,38,0.022097086912079605,-0.022097086912079615,0.59375,0
3371,cell,,28,39,0.022097086912079605,-0.022097086912079615,0.609375,0
3372,cell,,28,40,0.022097086912079605,-0.022097086912079615,0.625,0
3373,cell,,28,41,0.022097086912079605,-0.022097086912079615,0.640625,0
3374,cell,,28,42,0.022097086912079605,-0.022097086912079615,0.65625,0
3375,cell,,28,43,0.022097086912079605,-0.022097086912079615,0.671875,0
3376,cell,,28,44,0.022097086912079605,-0.022097086912079615,0.6875,0
3377,cell,,28,45,0.022097086912079605,-0.022097086912079615,0.703125,0
3378,cell,,28,46,0.022097086912079605,-0.022097086912079615,0.71875,0
3379,cell,,28,47,0.022097086912079605,-0.022097086912079615,0.734375,0
3380,cell,,28,48,0.022097086912079605,-0.022097086912079615,0.75,0
3381,cell,,28,49,0.022097086912079605,-0.022097086912079615,0.765625,0
3382,cell,,28,50,0.022097086912079605,-0.022097086912079615,0.78125,0
3383,cell,,28,51,0.022097086912079605,-0.022097086912079615,0.796875,0
3384,cell,,28,52,0.022097086912079605,-0.022097086912079615,0.8125,0
3385,cell,,28,53,0.022097086912079605,-0.022097086912079615,0.828125,0
3386,cell,,28,54,0.022097086912079605,-0.022097086912079615,0.84375,0
3387,cell,,28,55,0.022097086912079605,-0.022097086912079615,0.859375,0
3388,cell,,28,56,0.022097086912079605,-0.022097086912079615,0.875,0
3389,cell,,28,57,0.022097086912079605,-0.022097086912079615,0.890625,0
3390,cell,,28,58,0.022097086912079605,-0.022097086912079615,0.90625,0
3391,cell,,28,59,0.022097086912079605,-0.022097086912079615,0.921875,0
3392,cell,,28,60,0.022097086912079605,-0.022097086912079615,0.9375,0
3393,cell,,28,61,0.022097086912079605,-0.022097086912079615,0.953125,0
3394,cell,,28,62,0.022097086912079605,-0.022097086912079615,0.96875,0
3395,cell,,28,63,0.022097086912079605,-0.022097086912079615,0.984375,0
3396,cell,,28,64,0.022097086912079605,-0.022097086912079615,1.0,1
3397,cell,,28,65,0.022097086912079605,-0.022097086912079615,1.015625,0
3398,cell,,28,66,0.022097086912079605,-0.022097086912079615,1.03125,0
3399,cell,,28,67,0.022097086912079605,-0.022097086912079615,1.046875,0
3400,cell,,28,68,0.022097086912079605,-0.022097086912079615,1.0625,0
3401,cell,,28,69,0.022097086912079605,-0.022097086912079615,1.078125,1
3402,cell,,28,70,0.022097086912079605,-0.022097086912079615,1.09375,0
3403,cell,,28,71,0.022097086912079605,-0.022097086912079615,1.109375,0
3404,cell,,28,72,0.022097086912079605,-0.022097086912079615,1.125,1
3405,cell,,28,73,0.022097086912079605,-0.022097086912079615,1.140625,1
3406,cell,,28,74,0.022097086912079605,-0.022097086912079615,1.15625,0
3407,cell,,28,75,0.022097086912079605,-0.022097086912079615,1.171875,1
3408,cell,,28,76,0.022097086912079605,-0.022097086912079615,1.1875,1
3409,cell,,28,77,0.022097086912079605,-0.022097086912079615,1.203125,1
3410,cell,,28,78,0.022097086912079605,-0.022097086912079615,1.21875,1
3411,cell,,28,79,0.022097086912079605,-0.022097086912079615,1.234375,0
3412,cell,,28,80,0.022097086912079605,-0.022097086912079615,1.25,0
3413,cell,,28,81,0.022097086912079605,-0.022097086912079615,1.265625,1
3414,cell,,28,82,0.022097086912079605,-0.022097086912079615,1.28125,0
3415,cell,,28,83,0.022097086912079605,-0.022097086912079615,1.296875,1
3416,cell,,28,84,0.022097086912079605,-0.022097086912079615,1.3125,1
3417,cell,,28,85,0.022097086912079605,-0.022097086912079615,1.328125,0
3418,cell,,28,86,0.022097086912079605,-0.022097086912079615,1.34375,1
3419,cell,,28,87,0.022097086912079605,-0.022097086912079615,1.359375,1
3420,cell,,28,88,0.022097086912079605,-0.022097086912079615,1.375,1
3421,cell,,28,89,0.022097086912079605,-0.022097086912079615,1.390625,1
3422,cell,,28,90,0.022097086912079605,-0.022097086912079615,1.40625,1
3423,cell,,28,91,0.022097086912079605,-0.022097086912079615,1.421875,1
3424,cell,,28,92,0.022097086912079605,-0.022097086912079615,1.4375,1
3425,cell,,28,93,0.022097086912079605,-0.022097086912079615,1.453125,0
3426,cell,,28,94,0.022097086912079605,-0.022097086912079615,1.46875,0
3427,cell,,28,95,0.022097086912079605,-0.022097086912079615,1.484375,0
3428,cell,,28,96,0.022097086912079605,-0.022097086912079615,1.5,1
3429,cell,,28,97,0.022097086912079605,-0.022097086912079615,1.515625,0
3430,cell,,28,98,0.022097086912079605,-0.022097086912079615,1.53125,0
3431,cell,,28,99,0.022097086912079605,-0.022097086912079615,1.546875,1
3432,cell,,28,100,0.022097086912079605,-0.022097086912079615,1.5625,0
3433,cell,,28,101,0.022097086912079605,-0.022097086912079615,1.578125,1
3434,cell,,28,102,0.022097086912079605,-0.022097086912079615,1.59375,0
3435,cell,,28,103,0.022097086912079605,-0.022097086912079615,1.609375,0
3436,cell,,28,104,0.022097086912079605,-0.022097086912079615,1.625,0
3437,cell,,28,105,0.022097086912079605,-0.022097086912079615,1.640625,1
3438,cell,,28,106,0.022097086912079605,-0.022097086912079615,1.65625,1
3439,cell,,28,107,0.022097086912079605,-0.022097086912079615,1.671875,0
3440,cell,,28,108,0.022097086912079605,-0.022097086912079615,1.6875,0
3441,cell,,28,109,0.022097086912079605,-0.022097086912079615,1.703125,0
3442,cell,,28,110,0.022097086912079605,-0.022097086912079615,1.71875,0
3443,cell,,28,111,0.022097086912079605,-0.022097086912079615,1.734375,1
3444,cell,,28,112,0.022097086912079605,-0.022097086912079615,1.75,0
3445,cell,,28,113,0.022097086912079605,-0.022097086912079615,1.765625,1
3446,cell,,28,114,0.022097086912079605,-0.022097086912079615,1.78125,1
3447,cell,,28,115,0.022097086912079605,-0.022097086912079615,1.796875,0
3448,cell,,28,116,0.022097086912079605,-0.022097086912079615,1.8125,1
3449,cell,,28,117,0.022097086912079605,-0.022097086912079615,1.828125,1
3450,cell,,29,0,0.02598342538445454,-0.017361569781862568,0.0,0
3451,cell,,29,1,0.02598342538445454,-0.017361569781862568,0.015625,1
3452,cell,,29,2,0.02598342538445454,-0.017361569781862568,0.03125,1
3453,cell,,29,3,0.02598342538445454,-0.017361569781862568,0.046875,0
3454,cell,,29,4,0.02598342538445454,-0.017361569781862568,0.0625,1
3455,cell,,29,5,0.02598342538445454,-0.017361569781862568,0.078125,1
3456,cell,,29,6,0.02598342538445454,-0.017361569781862568,0.09375,0
3457,cell,,29,7,0.02598342538445454,-0.017361569781862568,0.109375,0
3458,cell,,29,8,0.02598342538445454,-0.017361569781862568,0.125,0
3459,cell,,29,9,0.02598342538445454,-0.017361569781862568,0.140625,0
3460,cell,,29,10,0.02598342538445454,-0.017361569781862568,0.15625,0
3461,cell,,29,11,0.02598342538445454,-0.017361569781862568,0.171875,0
3462,cell,,29,12,0.02598342538445454,-0.017361569781862568,0.1875,0
3463,cell,,29,13,0.02598342538445454,-0.017361569781862568,0.203125,0
3464,cell,,29,14,0.02598342538445454,-0.017361569781862568,0.21875,0
3465,cell,,29,15,0.02598342538445454,-0.017361569781862568,0.234375,0
3466,cell,,29,16,0.02598342538445454,-0.017361569781862568,0.25,0
3467,cell,,29,17,0.02598342538445454,-0.017361569781862568,0.265625,0
3468,cell,,29,18,0.02598342538445454,-0.017361569781862568,0.28125,0
3469,cell,,29,19,0.02598342538445454,-0.017361569781862568,0.296875,0
3470,cell,,29,20,0.02598342538445454,-0.017361569781862568,0.3125,0
3471,cell,,29,21,0.02598342538445454,-0.017361569781862568,0.328125,0
3472,cell,,29,22,0.02598342538445454,-0.017361569781862568,0.34375,0
3473,cell,,29,23,0.02598342538445454,-0.017361569781862568,0.359375,0
3474,cell,,29,24,0.02598342538445454,-0.017361569781862568,0.375,0
3475,cell,,29,25,0.02598342538445454,-0.017361569781862568,0.390625,0
3476,cell,,29,26,0.02598342538445454,-0.017361569781862568,0.40625,0
3477,cell,,29,27,0.02598342538445454,-0.017361569781862568,0.421875,0
3478,cell,,29,28,0.02598342538445454,-0.017361569781862568,0.4375,0
3479,cell,,29,29,0.02598342538445454,-0.017361569781862568,0.453125,0
3480,cell,,29,30,0.02598342538445454,-0.017361569781862568,0.46875,0
3481,cell,,29,31,0.02598342538445454,-0.017361569781862568,0.484375,0
3482,cell,,29,32,0.02598342538445454,-0.017361569781862568,0.5,0
3483,cell,,29,33,0.02598342538445454,-0.017361569781862568,0.515625,0
3484,cell,,29,34,0.02598342538445454,-0.017361569781862568,0.53125,1
3485,cell,,29,35,0.02598342538445454,-0.017361569781862568,0.546875,1
3486,cell,,29,36,0.02598342538445454,-0.017361569781862568,0.5625,1
3487,cell,,29,37,0.02598342538445454,-0.017361569781862568,0.578125,1
3488,cell,,29,38,0.02598342538445454,-0.017361569781862568,0.59375,0
3489,cell,,29,39,0.02598342538445454,-0.017361569781862568,0.609375,0
3490,cell,,29,40,0.02598342538445454,-0.017361569781862568,0.625,0
3491,cell,,29,41,0.02598342538445454,-0.017361569781862568,0.640625,0
3492,cell,,29,42,0.02598342538445454,-0.017361569781862568,0.65625,0
3493,cell,,29,43,0.02598342538445454,-0.017361569781862568,0.671875,0
3494,cell,,29,44,0.02598342538445454,-0.017361569781862568,0.6875,0
3495,cell,,29,45,0.02598342538445454,-0.017361569781862568,0.703125,0
3496,cell,,29,46,0.02598342538445454,-0.017361569781862568,0.71875,0
3497,cell,,29,47,0.02598342538445454,-0.017361569781862568,0.734375,0
3498,cell,,29,48,0.02598342538445454,-0.017361569781862568,0.75,0
3499,cell,,29,49,0.02598342538445454,-0.017361569781862568,0.765625,0
3500,cell,,29,50,0.02598342538445454,-0.017361569781862568,0.78125,0
3501,cell,,29,51,0.02598342538445454,-0.017361569781862568,0.796875,0
3502,cell,,29,52,0.02598342538445454,-0.017361569781862568,0.8125,0
3503,cell,,29,53,0.02598342538445454,-0.017361569781862568,0.828125,0
3504,cell,,29,54,0.02598342538445454,-0.017361569781862568,0.84375,0
3505,cell,,29,55,0.02598342538445454,-0.017361569781862568,0.859375,0
3506,cell,,29,56,0.02598342538445454,-0.017361569781862568,0.875,0
3507,cell,,29,57,0.02598342538445454,-0.017361569781862568,0.890625,0
3508,cell,,29,58,0.02598342538445454,-0.017361569781862568,0.90625,0
3509,cell,,29,59,0.02598342538445454,-0.017361569781862568,0.921875,0
3510,cell,,29,60,0.02598342538445454,-0.017361569781862568,0.9375,0
3511,cell,,29,61,0.02598342538445454,-0.017361569781862568,0.953125,0
3512,cell,,29,62,0.02598342538445454,-0.017361569781862568,0.96875,0
3513,cell,,29,63,0.02598342538445454,-0.017361569781862568,0.984375,0
3514,cell,,29,64,0.02598342538445454,-0.017361569781862568,1.0,0
3515,cell,,29,65,0.02598342538445454,-0.017361569781862568,1.015625,0
3516,cell,,29,66,0.02598342538445454,-0.017361569781862568,1.03125,0
3517,cell,,29,67,0.02598342538445454,-0.017361569781862568,1.046875,0
3518,cell,,29,68,0.02598342538445454,-0.017361569781862568,1.0625,1
3519,cell,,29,69,0.02598342538445454,-0.017361569781862568,1.078125,1
3520,cell,,29,70,0.02598342538445454,-0.017361569781862568,1.09375,0
3521,cell,,29,71,0.02598342538445454,-0.017361569781862568,1.109375,0
3522,cell,,29,72,0.02598342538445454,-0.017361569781862568,1.125,0
3523,cell,,29,73,0.02598342538445454,-0.017361569781862568,1.140625,0
3524,cell,,29,74,0.02598342538445454,-0.017361569781862568,1.15625,0
3525,cell,,29,75,0.02598342538445454,-0.017361569781862568,1.171875,0
3526,cell,,29,76,0.02598342538445454,-0.017361569781862568,1.1875,1
3527,cell,,29,77,0.02598342538445454,-0.017361569781862568,1.203125,1
3528,cell,,29,78,0.02598342538445454,-0.017361569781862568,1.21875,1
3529,cell,,29,79,0.02598342538445454,-0.017361569781862568,1.234375,0
3530,cell,,29,80,0.02598342538445454,-0.017361569781862568,1.25,0
3531,cell,,29,81,0.02598342538445454,-0.017361569781862568,1.265625,1
3532,cell,,29,82,0.02598342538445454,-0.017361569781862568,1.28125,1
3533,cell,,29,83,0.02598342538445454,-0.017361569781862568,1.296875,1
3534,cell,,29,84,0.02598342538445454,-0.017361569781862568,1.3125,1
3535,cell,,29,85,0.02598342538445454,-0.017361569781862568,1.328125,0
3536,cell,,29,86,0.02598342538445454,-0.017361569781862568,1.34375,1
3537,cell,,29,87,0.02598342538445454,-0.017361569781862568,1.359375,0
3538,cell,,29,88,0.02598342538445454,-0.017361569781862568,1.375,0
3539,cell,,29,89,0.02598342538445454,-0.017361569781862568,1.390625,0
3540,cell,,29,90,0.02598342538445454,-0.017361569781862568,1.40625,0
3541,cell,,29,91,0.02598342538445454,-0.017361569781862568,1.421875,1
3542,cell,,29,92,0.02598342538445454,-0.017361569781862568,1.4375,1
3543,cell,,29,93,0.02598342538445454,-0.017361569781862568,1.453125,0
3544,cell,,29,94,0.02598342538445454,-0.017361569781862568,1.46875,0
3545,cell,,29,95,0.02598342538445454,-0.017361569781862568,1.484375,0
3546,cell,,29,96,0.02598342538445454,-0.017361569781862568,1.5,1
3547,cell,,29,97,0.02598342538445454,-0.017361569781862568,1.515625,0
3548,cell,,29,98,0.02598342538445454,-0.017361569781862568,1.53125,1
3549,cell,,29,99,0.02598342538445454,-0.017361569781862568,1.546875,0
3550,cell,,29,100,0.02598342538445454,-0.017361569781862568,1.5625,1
3551,cell,,29,101,0.02598342538445454,-0.017361569781862568,1.578125,0
3552,cell,,29,102,0.02598342538445454,-0.017361569781862568,1.59375,0
3553,cell,,29,103,0.02598342538445454,-0.017361569781862568,1.609375,1
3554,cell,,29,104,0.02598342538445454,-0.017361569781862568,1.625,1
3555,cell,,29,105,0.02598342538445454,-0.017361569781862568,1.640625,1
3556,cell,,29,106,0.02598342538445454,-0.017361569781862568,1.65625,1
3557,cell,,29,107,0.02598342538445454,-0.017361569781862568,1.671875,0
3558,cell,,29,108,0.02598342538445454,-0.017361569781862568,1.6875,1
3559,cell,,29,109,0.02598342538445454,-0.017361569781862568,1.703125,1
3560,cell,,29,110,0.02598342538445454,-0.017361569781862568,1.71875,1
3561,cell,,29,111,0.02598342538445454,-0.017361569781862568,1.734375,1
3562,cell,,29,112,0.02598342538445454,-0.017361569781862568,1.75,0
3563,cell,,29,113,0.02598342538445454,-0.017361569781862568,1.765625,0
3564,cell,,29,114,0.02598342538445454,-0.017361569781862568,1.78125,0
3565,cell,,29,115,0.02598342538445454,-0.017361569781862568,1.796875,1
3566,cell,,29,116,0.02598342538445454,-0.017361569781862568,1.8125,0
3567,cell,,29,117,0.02598342538445454,-0.017361569781862568,1.828125,1
3568,cell,,30,0,0.028871235390977704,-0.011958857261409075,0.0,1
3569,cell,,30,1,0.028871235390977704,-0.011958857261409075,0.015625,1
3570,cell,,30,2,0.028871235390977704,-0.011958857261409075,0.03125,0
3571,cell,,30,3,0.028871235390977704,-0.011958857261409075,0.046875,1
3572,cell,,30,4,0.028871235390977704,-0.011958857261409075,0.0625,0
3573,cell,,30,5,0.028871235390977704,-0.011958857261409075,0.078125,0
3574,cell,,30,6,0.028871235390977704,-0.011958857261409075,0.09375,1
3575,cell,,30,7,0.028871235390977704,-0.011958857261409075,0.109375,0
3576,cell,,30,8,0.028871235390977704,-0.011958857261409075,0.125,0
3577,cell,,30,9,0.028871235390977704,-0.011958857261409075,0.140625,0
3578,cell,,30,10,0.028871235390977704,-0.011958857261409075,0.15625,0
3579,cell,,30,11,0.028871235390977704,-0.011958857261409075,0.171875,0
3580,cell,,30,12,0.028871235390977704,-0.011958857261409075,0.1875,0
3581,cell,,30,13,0.028871235390977704,-0.011958857261409075,0.203125,0
3582,cell,,30,14,0.028871235390977704,-0.011958857261409075,0.21875,0
3583,cell,,30,15,0.028871235390977704,-0.011958857261409075,0.234375,0
