global_bit,kind,control_bit,cell,local_bit,x,y,z,bit
1731,cell,,14,51,-0.02887123539097771,0.01195885726140906,0.796875,0
1732,cell,,14,52,-0.02887123539097771,0.01195885726140906,0.8125,0
1733,cell,,14,53,-0.02887123539097771,0.01195885726140906,0.828125,0
1734,cell,,14,54,-0.02887123539097771,0.01195885726140906,0.84375,0
1735,cell,,14,55,-0.02887123539097771,0.01195885726140906,0.859375,0
1736,cell,,14,56,-0.02887123539097771,0.01195885726140906,0.875,0
1737,cell,,14,57,-0.02887123539097771,0.01195885726140906,0.890625,0
1738,cell,,14,58,-0.02887123539097771,0.01195885726140906,0.90625,0
1739,cell,,14,59,-0.02887123539097771,0.01195885726140906,0.921875,0
1740,cell,,14,60,-0.02887123539097771,0.01195885726140906,0.9375,0
1741,cell,,14,61,-0.02887123539097771,0.01195885726140906,0.953125,0
1742,cell,,14,62,-0.02887123539097771,0.01195885726140906,0.96875,0
1743,cell,,14,63,-0.02887123539097771,0.01195885726140906,0.984375,0
1744,cell,,14,64,-0.02887123539097771,0.01195885726140906,1.0,0
1745,cell,,14,65,-0.02887123539097771,0.01195885726140906,1.015625,1
1746,cell,,14,66,-0.02887123539097771,0.01195885726140906,1.03125,0
1747,cell,,14,67,-0.02887123539097771,0.01195885726140906,1.046875,1
1748,cell,,14,68,-0.02887123539097771,0.01195885726140906,1.0625,1
1749,cell,,14,69,-0.02887123539097771,0.01195885726140906,1.078125,0
1750,cell,,14,70,-0.02887123539097771,0.01195885726140906,1.09375,1
1751,cell,,14,71,-0.02887123539097771,0.01195885726140906,1.109375,0
1752,cell,,14,72,-0.02887123539097771,0.01195885726140906,1.125,0
1753,cell,,14,73,-0.02887123539097771,0.01195885726140906,1.140625,0
1754,cell,,14,74,-0.02887123539097771,0.01195885726140906,1.15625,1
1755,cell,,14,75,-0.02887123539097771,0.01195885726140906,1.171875,1
1756,cell,,14,76,-0.02887123539097771,0.01195885726140906,1.1875,0
1757,cell,,14,77,-0.02887123539097771,0.01195885726140906,1.203125,1
1758,cell,,14,78,-0.02887123539097771,0.01195885726140906,1.21875,0
1759,cell,,14,79,-0.02887123539097771,0.01195885726140906,1.234375,1
1760,cell,,14,80,-0.02887123539097771,0.01195885726140906,1.25,0
1761,cell,,14,81,-0.02887123539097771,0.01195885726140906,1.265625,1
1762,cell,,14,82,-0.02887123539097771,0.01195885726140906,1.28125,1
1763,cell,,14,83,-0.02887123539097771,0.01195885726140906,1.296875,0
1764,cell,,14,84,-0.02887123539097771,0.01195885726140906,1.3125,1
1765,cell,,14,85,-0.02887123539097771,0.01195885726140906,1.328125,1
1766,cell,,14,86,-0.02887123539097771,0.01195885726140906,1.34375,0
1767,cell,,14,87,-0.02887123539097771,0.01195885726140906,1.359375,0
1768,cell,,14,88,-0.02887123539097771,0.01195885726140906,1.375,0
1769,cell,,14,89,-0.02887123539097771,0.01195885726140906,1.390625,0
1770,cell,,14,90,-0.02887123539097771,0.01195885726140906,1.40625,1
1771,cell,,14,91,-0.02887123539097771,0.01195885726140906,1.421875,0
1772,cell,,14,92,-0.02887123539097771,0.01195885726140906,1.4375,1
1773,cell,,14,93,-0.02887123539097771,0.01195885726140906,1.453125,1
1774,cell,,14,94,-0.02887123539097771,0.01195885726140906,1.46875,0
1775,cell,,14,95,-0.02887123539097771,0.01195885726140906,1.484375,0
1776,cell,,14,96,-0.02887123539097771,0.01195885726140906,1.5,1
1777,cell,,14,97,-0.02887123539097771,0.01195885726140906,1.515625,0
1778,cell,,14,98,-0.02887123539097771,0.01195885726140906,1.53125,1
1779,cell,,14,99,-0.02887123539097771,0.01195885726140906,1.546875,0
1780,cell,,14,100,-0.02887123539097771,0.01195885726140906,1.5625,1
1781,cell,,14,101,-0.02887123539097771,0.01195885726140906,1.578125,1
1782,cell,,14,102,-0.02887123539097771,0.01195885726140906,1.59375,1
1783,cell,,14,103,-0.02887123539097771,0.01195885726140906,1.609375,1
1784,cell,,14,104,-0.02887123539097771,0.01195885726140906,1.625,1
1785,cell,,14,105,-0.02887123539097771,0.01195885726140906,1.640625,1
1786,cell,,14,106,-0.02887123539097771,0.01195885726140906,1.65625,0
1787,cell,,14,107,-0.02887123539097771,0.01195885726140906,1.671875,0
1788,cell,,14,108,-0.02887123539097771,0.01195885726140906,1.6875,0
1789,cell,,14,109,-0.02887123539097771,0.01195885726140906,1.703125,1
1790,cell,,14,110,-0.02887123539097771,0.01195885726140906,1.71875,1
1791,cell,,14,111,-0.02887123539097771,0.01195885726140906,1.734375,1
1792,cell,,14,112,-0.02887123539097771,0.01195885726140906,1.75,0
1793,cell,,14,113,-0.02887123539097771,0.01195885726140906,1.765625,1
1794,cell,,14,114,-0.02887123539097771,0.01195885726140906,1.78125,1
1795,cell,,14,115,-0.02887123539097771,0.01195885726140906,1.796875,0
1796,cell,,14,116,-0.02887123539097771,0.01195885726140906,1.8125,1
1797,cell,,14,117,-0.02887123539097771,0.01195885726140906,1.828125,0
1798,cell,,15,0,-0.03064954001260095,0.006096572563004019,0.0,1
1799,cell,,15,1,-0.03064954001260095,0.006096572563004019,0.015625,0
1800,cell,,15,2,-0.03064954001260095,0.006096572563004019,0.03125,1
1801,cell,,15,3,-0.03064954001260095,0.006096572563004019,0.046875,1
1802,cell,,15,4,-0.03064954001260095,0.006096572563004019,0.0625,1
1803,cell,,15,5,-0.03064954001260095,0.006096572563004019,0.078125,0
1804,cell,,15,6,-0.03064954001260095,0.006096572563004019,0.09375,0
1805,cell,,15,7,-0.03064954001260095,0.006096572563004019,0.109375,1
1806,cell,,15,8,-0.03064954001260095,0.006096572563004019,0.125,0
1807,cell,,15,9,-0.03064954001260095,0.006096572563004019,0.140625,0
1808,cell,,15,10,-0.03064954001260095,0.006096572563004019,0.15625,0
1809,cell,,15,11,-0.03064954001260095,0.006096572563004019,0.171875,0
1810,cell,,15,12,-0.03064954001260095,0.006096572563004019,0.1875,0
1811,cell,,15,13,-0.03064954001260095,0.006096572563004019,0.203125,0
1812,cell,,15,14,-0.03064954001260095,0.006096572563004019,0.21875,0
1813,cell,,15,15,-0.03064954001260095,0.006096572563004019,0.234375,0
1814,cell,,15,16,-0.03064954001260095,0.006096572563004019,0.25,0
1815,cell,,15,17,-0.03064954001260095,0.006096572563004019,0.265625,0
1816,cell,,15,18,-0.03064954001260095,0.006096572563004019,0.28125,0
1817,cell,,15,19,-0.03064954001260095,0.006096572563004019,0.296875,0
1818,cell,,15,20,-0.03064954001260095,0.006096572563004019,0.3125,0
1819,cell,,15,21,-0.03064954001260095,0.006096572563004019,0.328125,0
1820,cell,,15,22,-0.03064954001260095,0.006096572563004019,0.34375,0
1821,cell,,15,23,-0.03064954001260095,0.006096572563004019,0.359375,0
1822,cell,,15,24,-0.03064954001260095,0.006096572563004019,0.375,0
1823,cell,,15,25,-0.03064954001260095,0.006096572563004019,0.390625,0
1824,cell,,15,26,-0.03064954001260095,0.006096572563004019,0.40625,0
1825,cell,,15,27,-0.03064954001260095,0.006096572563004019,0.421875,0
1826,cell,,15,28,-0.03064954001260095,0.006096572563004019,0.4375,0
1827,cell,,15,29,-0.03064954001260095,0.006096572563004019,0.453125,0
1828,cell,,15,30,-0.03064954001260095,0.006096572563004019,0.46875,0
1829,cell,,15,31,-0.03064954001260095,0.006096572563004019,0.484375,0
1830,cell,,15,32,-0.03064954001260095,0.006096572563004019,0.5,1
1831,cell,,15,33,-0.03064954001260095,0.006096572563004019,0.515625,1
1832,cell,,15,34,-0.03064954001260095,0.006096572563004019,0.53125,1
1833,cell,,15,35,-0.03064954001260095,0.006096572563004019,0.546875,0
1834,cell,,15,36,-0.03064954001260095,0.006096572563004019,0.5625,0
1835,cell,,15,37,-0.03064954001260095,0.006096572563004019,0.578125,1
1836,cell,,15,38,-0.03064954001260095,0.006096572563004019,0.59375,1
1837,cell,,15,39,-0.03064954001260095,0.006096572563004019,0.609375,1
1838,cell,,15,40,-0.03064954001260095,0.006096572563004019,0.625,0
1839,cell,,15,41,-0.03064954001260095,0.006096572563004019,0.640625,0
1840,cell,,15,42,-0.03064954001260095,0.006096572563004019,0.65625,0
1841,cell,,15,43,-0.03064954001260095,0.006096572563004019,0.671875,0
1842,cell,,15,44,-0.03064954001260095,0.006096572563004019,0.6875,0
1843,cell,,15,45,-0.03064954001260095,0.006096572563004019,0.703125,0
1844,cell,,15,46,-0.03064954001260095,0.006096572563004019,0.71875,0
1845,cell,,15,47,-0.03064954001260095,0.006096572563004019,0.734375,0
1846,cell,,15,48,-0.03064954001260095,0.006096572563004019,0.75,0
1847,cell,,15,49,-0.03064954001260095,0.006096572563004019,0.765625,0
1848,cell,,15,50,-0.03064954001260095,0.006096572563004019,0.78125,0
1849,cell,,15,51,-0.03064954001260095,0.006096572563004019,0.796875,0
1850,cell,,15,52,-0.03064954001260095,0.006096572563004019,0.8125,0
1851,cell,,15,53,-0.03064954001260095,0.006096572563004019,0.828125,0
1852,cell,,15,54,-0.03064954001260095,0.006096572563004019,0.84375,0
1853,cell,,15,55,-0.03064954001260095,0.006096572563004019,0.859375,0
1854,cell,,15,56,-0.03064954001260095,0.006096572563004019,0.875,0
1855,cell,,15,57,-0.03064954001260095,0.006096572563004019,0.890625,0
1856,cell,,15,58,-0.03064954001260095,0.006096572563004019,0.90625,0
1857,cell,,15,59,-0.03064954001260095,0.006096572563004019,0.921875,0
1858,cell,,15,60,-0.03064954001260095,0.006096572563004019,0.9375,0
1859,cell,,15,61,-0.03064954001260095,0.006096572563004019,0.953125,0
1860,cell,,15,62,-0.03064954001260095,0.006096572563004019,0.96875,0
1861,cell,,15,63,-0.03064954001260095,0.006096572563004019,0.984375,0
1862,cell,,15,64,-0.03064954001260095,0.006096572563004019,1.0,1
1863,cell,,15,65,-0.03064954001260095,0.006096572563004019,1.015625,1
1864,cell,,15,66,-0.03064954001260095,0.006096572563004019,1.03125,0
1865,cell,,15,67,-0.03064954001260095,0.006096572563004019,1.046875,1
1866,cell,,15,68,-0.03064954001260095,0.006096572563004019,1.0625,1
1867,cell,,15,69,-0.03064954001260095,0.006096572563004019,1.078125,1
1868,cell,,15,70,-0.03064954001260095,0.006096572563004019,1.09375,0
1869,cell,,15,71,-0.03064954001260095,0.006096572563004019,1.109375,1
1870,cell,,15,72,-0.03064954001260095,0.006096572563004019,1.125,1
1871,cell,,15,73,-0.03064954001260095,0.006096572563004019,1.140625,0
1872,cell,,15,74,-0.03064954001260095,0.006096572563004019,1.15625,1
1873,cell,,15,75,-0.03064954001260095,0.006096572563004019,1.171875,0
1874,cell,,15,76,-0.03064954001260095,0.006096572563004019,1.1875,0
1875,cell,,15,77,-0.03064954001260095,0.006096572563004019,1.203125,1
1876,cell,,15,78,-0.03064954001260095,0.006096572563004019,1.21875,0
1877,cell,,15,79,-0.03064954001260095,0.006096572563004019,1.234375,1
1878,cell,,15,80,-0.03064954001260095,0.006096572563004019,1.25,0
1879,cell,,15,81,-0.03064954001260095,0.006096572563004019,1.265625,1
1880,cell,,15,82,-0.03064954001260095,0.006096572563004019,1.28125,1
1881,cell,,15,83,-0.03064954001260095,0.006096572563004019,1.296875,0
1882,cell,,15,84,-0.03064954001260095,0.006096572563004019,1.3125,0
1883,cell,,15,85,-0.03064954001260095,0.006096572563004019,1.328125,0
1884,cell,,15,86,-0.03064954001260095,0.006096572563004019,1.34375,0
1885,cell,,15,87,-0.03064954001260095,0.006096572563004019,1.359375,0
1886,cell,,15,88,-0.03064954001260095,0.006096572563004019,1.375,1
1887,cell,,15,89,-0.03064954001260095,0.006096572563004019,1.390625,0
1888,cell,,15,90,-0.03064954001260095,0.006096572563004019,1.40625,1
1889,cell,,15,91,-0.03064954001260095,0.006096572563004019,1.421875,0
1890,cell,,15,92,-0.03064954001260095,0.006096572563004019,1.4375,1
1891,cell,,15,93,-0.03064954001260095,0.006096572563004019,1.453125,1
1892,cell,,15,94,-0.03064954001260095,0.006096572563004019,1.46875,0
1893,cell,,15,95,-0.03064954001260095,0.006096572563004019,1.484375,0
1894,cell,,15,96,-0.03064954001260095,0.006096572563004019,1.5,1
1895,cell,,15,97,-0.03064954001260095,0.006096572563004019,1.515625,0
1896,cell,,15,98,-0.03064954001260095,0.006096572563004019,1.53125,0
1897,cell,,15,99,-0.03064954001260095,0.006096572563004019,1.546875,0
1898,cell,,15,100,-0.03064954001260095,0.006096572563004019,1.5625,1
1899,cell,,15,101,-0.03064954001260095,0.006096572563004019,1.578125,1
1900,cell,,15,102,-0.03064954001260095,0.006096572563004019,1.59375,1
1901,cell,,15,103,-0.03064954001260095,0.006096572563004019,1.609375,1
1902,cell,,15,104,-0.03064954001260095,0.006096572563004019,1.625,1
1903,cell,,15,105,-0.03064954001260095,0.006096572563004019,1.640625,1
1904,cell,,15,106,-0.03064954001260095,0.006096572563004019,1.65625,0
1905,cell,,15,107,-0.03064954001260095,0.006096572563004019,1.671875,1
1906,cell,,15,108,-0.03064954001260095,0.006096572563004019,1.6875,0
1907,cell,,15,109,-0.03064954001260095,0.006096572563004019,1.703125,0
1908,cell,,15,110,-0.03064954001260095,0.006096572563004019,1.71875,0
1909,cell,,15,111,-0.03064954001260095,0.006096572563004019,1.734375,1
1910,cell,,15,112,-0.03064954001260095,0.006096572563004019,1.75,1
1911,cell,,15,113,-0.03064954001260095,0.006096572563004019,1.765625,1
1912,cell,,15,114,-0.03064954001260095,0.006096572563004019,1.78125,1
1913,cell,,15,115,-0.03064954001260095,0.006096572563004019,1.796875,0
1914,cell,,15,116,-0.03064954001260095,0.006096572563004019,1.8125,1
1915,cell,,15,117,-0.03064954001260095,0.006096572563004019,1.828125,0
1916,cell,,16,0,-0.03125,3.827021247335479e-18,0.0,1
1917,cell,,16,1,-0.03125,3.827021247335479e-18,0.015625,1
1918,cell,,16,2,-0.03125,3.827021247335479e-18,0.03125,1
1919,cell,,16,3,-0.03125,3.827021247335479e-18,0.046875,0
1920,cell,,16,4,-0.03125,3.827021247335479e-18,0.0625,0
1921,cell,,16,5,-0.03125,3.827021247335479e-18,0.078125,0
1922,cell,,16,6,-0.03125,3.827021247335479e-18,0.09375,0
1923,cell,,16,7,-0.03125,3.827021247335479e-18,0.109375,1
1924,cell,,16,8,-0.03125,3.827021247335479e-18,0.125,0
1925,cell,,16,9,-0.03125,3.827021247335479e-18,0.140625,0
1926,cell,,16,10,-0.03125,3.827021247335479e-18,0.15625,0
1927,cell,,16,11,-0.03125,3.827021247335479e-18,0.171875,0
1928,cell,,16,12,-0.03125,3.827021247335479e-18,0.1875,0
1929,cell,,16,13,-0.03125,3.827021247335479e-18,0.203125,0
1930,cell,,16,14,-0.03125,3.827021247335479e-18,0.21875,0
1931,cell,,16,15,-0.03125,3.827021247335479e-18,0.234375,0
1932,cell,,16,16,-0.03125,3.827021247335479e-18,0.25,0
1933,cell,,16,17,-0.03125,3.827021247335479e-18,0.265625,0
1934,cell,,16,18,-0.03125,3.827021247335479e-18,0.28125,0
1935,cell,,16,19,-0.03125,3.827021247335479e-18,0.296875,0
1936,cell,,16,20,-0.03125,3.827021247335479e-18,0.3125,0
1937,cell,,16,21,-0.03125,3.827021247335479e-18,0.328125,0
1938,cell,,16,22,-0.03125,3.827021247335479e-18,0.34375,0
1939,cell,,16,23,-0.03125,3.827021247335479e-18,0.359375,0
1940,cell,,16,24,-0.03125,3.827021247335479e-18,0.375,0
1941,cell,,16,25,-0.03125,3.827021247335479e-18,0.390625,0
1942,cell,,16,26,-0.03125,3.827021247335479e-18,0.40625,0
1943,cell,,16,27,-0.03125,3.827021247335479e-18,0.421875,0
1944,cell,,16,28,-0.03125,3.827021247335479e-18,0.4375,0
1945,cell,,16,29,-0.03125,3.827021247335479e-18,0.453125,0
1946,cell,,16,30,-0.03125,3.827021247335479e-18,0.46875,0
1947,cell,,16,31,-0.03125,3.827021247335479e-18,0.484375,0
1948,cell,,16,32,-0.03125,3.827021247335479e-18,0.5,1
1949,cell,,16,33,-0.03125,3.827021247335479e-18,0.515625,0
1950,cell,,16,34,-0.03125,3.827021247335479e-18,0.53125,1
1951,cell,,16,35,-0.03125,3.827021247335479e-18,0.546875,0
1952,cell,,16,36,-0.03125,3.827021247335479e-18,0.5625,0
1953,cell,,16,37,-0.03125,3.827021247335479e-18,0.578125,0
1954,cell,,16,38,-0.03125,3.827021247335479e-18,0.59375,1
1955,cell,,16,39,-0.03125,3.827021247335479e-18,0.609375,1
1956,cell,,16,40,-0.03125,3.827021247335479e-18,0.625,0
1957,cell,,16,41,-0.03125,3.827021247335479e-18,0.640625,0
1958,cell,,16,42,-0.03125,3.827021247335479e-18,0.65625,0
1959,cell,,16,43,-0.03125,3.827021247335479e-18,0.671875,0
1960,cell,,16,44,-0.03125,3.827021247335479e-18,0.6875,0
1961,cell,,16,45,-0.03125,3.827021247335479e-18,0.703125,0
1962,cell,,16,46,-0.03125,3.827021247335479e-18,0.71875,0
1963,cell,,16,47,-0.03125,3.827021247335479e-18,0.734375,0
1964,cell,,16,48,-0.03125,3.827021247335479e-18,0.75,0
1965,cell,,16,49,-0.03125,3.827021247335479e-18,0.765625,0
1966,cell,,16,50,-0.03125,3.827021247335479e-18,0.78125,0
1967,cell,,16,51,-0.03125,3.827021247335479e-18,0.796875,0
1968,cell,,16,52,-0.03125,3.827021247335479e-18,0.8125,0
1969,cell,,16,53,-0.03125,3.827021247335479e-18,0.828125,0
1970,cell,,16,54,-0.03125,3.827021247335479e-18,0.84375,0
1971,cell,,16,55,-0.03125,3.827021247335479e-18,0.859375,0
1972,cell,,16,56,-0.03125,3.827021247335479e-18,0.875,0
1973,cell,,16,57,-0.03125,3.827021247335479e-18,0.890625,0
1974,cell,,16,58,-0.03125,3.827021247335479e-18,0.90625,0
1975,cell,,16,59,-0.03125,3.827021247335479e-18,0.921875,0
1976,cell,,16,60,-0.03125,3.827021247335479e-18,0.9375,0
1977,cell,,16,61,-0.03125,3.827021247335479e-18,0.953125,0
1978,cell,,16,62,-0.03125,3.827021247335479e-18,0.96875,0
1979,cell,,16,63,-0.03125,3.827021247335479e-18,0.984375,0
1980,cell,,16,64,-0.03125,3.827021247335479e-18,1.0,0
1981,cell,,16,65,-0.03125,3.827021247335479e-18,1.015625,1
1982,cell,,16,66,-0.03125,3.827021247335479e-18,1.03125,0
1983,cell,,16,67,-0.03125,3.827021247335479e-18,1.046875,0
1984,cell,,16,68,-0.03125,3.827021247335479e-18,1.0625,0
1985,cell,,16,69,-0.03125,3.827021247335479e-18,1.078125,1
1986,cell,,16,70,-0.03125,3.827021247335479e-18,1.09375,0
1987,cell,,16,71,-0.03125,3.827021247335479e-18,1.109375,1
1988,cell,,16,72,-0.03125,3.827021247335479e-18,1.125,0
1989,cell,,16,73,-0.03125,3.827021247335479e-18,1.140625,1
1990,cell,,16,74,-0.03125,3.827021247335479e-18,1.15625,1
1991,cell,,16,75,-0.03125,3.827021247335479e-18,1.171875,1
1992,cell,,16,76,-0.03125,3.827021247335479e-18,1.1875,1
1993,cell,,16,77,-0.03125,3.827021247335479e-18,1.203125,0
1994,cell,,16,78,-0.03125,3.827021247335479e-18,1.21875,0
1995,cell,,16,79,-0.03125,3.827021247335479e-18,1.234375,1
1996,cell,,16,80,-0.03125,3.827021247335479e-18,1.25,0
1997,cell,,16,81,-0.03125,3.827021247335479e-18,1.265625,0
1998,cell,,16,82,-0.03125,3.827021247335479e-18,1.28125,0
1999,cell,,16,83,-0.03125,3.827021247335479e-18,1.296875,0
2000,cell,,16,84,-0.03125,3.827021247335479e-18,1.3125,0
2001,cell,,16,85,-0.03125,3.827021247335479e-18,1.328125,1
2002,cell,,16,86,-0.03125,3.827021247335479e-18,1.34375,0
2003,cell,,16,87,-0.03125,3.827021247335479e-18,1.359375,0
2004,cell,,16,88,-0.03125,3.827021247335479e-18,1.375,1
2005,cell,,16,89,-0.03125,3.827021247335479e-18,1.390625,1
2006,cell,,16,90,-0.03125,3.827021247335479e-18,1.40625,1
2007,cell,,16,91,-0.03125,3.827021247335479e-18,1.421875,0
2008,cell,,16,92,-0.03125,3.827021247335479e-18,1.4375,1
2009,cell,,16,93,-0.03125,3.827021247335479e-18,1.453125,1
2010,cell,,16,94,-0.03125,3.827021247335479e-18,1.46875,0
2011,cell,,16,95,-0.03125,3.827021247335479e-18,1.484375,0
2012,cell,,16,96,-0.03125,3.827021247335479e-18,1.5,1
2013,cell,,16,97,-0.03125,3.827021247335479e-18,1.515625,0
2014,cell,,16,98,-0.03125,3.827021247335479e-18,1.53125,1
2015,cell,,16,99,-0.03125,3.827021247335479e-18,1.546875,0
2016,cell,,16,100,-0.03125,3.827021247335479e-18,1.5625,1
2017,cell,,16,101,-0.03125,3.827021247335479e-18,1.578125,0
2018,cell,,16,102,-0.03125,3.827021247335479e-18,1.59375,0
2019,cell,,16,103,-0.03125,3.827021247335479e-18,1.609375,1
2020,cell,,16,104,-0.03125,3.827021247335479e-18,1.625,1
2021,cell,,16,105,-0.03125,3.827021247335479e-18,1.640625,0
2022,cell,,16,106,-0.03125,3.827021247335479e-18,1.65625,0
2023,cell,,16,107,-0.03125,3.827021247335479e-18,1.671875,0
2024,cell,,16,108,-0.03125,3.827021247335479e-18,1.6875,0
2025,cell,,16,109,-0.03125,3.827021247335479e-18,1.703125,0
2026,cell,,16,110,-0.03125,3.827021247335479e-18,1.71875,1
2027,cell,,16,111,-0.03125,3.827021247335479e-18,1.734375,1
2028,cell,,16,112,-0.03125,3.827021247335479e-18,1.75,0
2029,cell,,16,113,-0.03125,3.827021247335479e-18,1.765625,0
2030,cell,,16,114,-0.03125,3.827021247335479e-18,1.78125,1
2031,cell,,16,115,-0.03125,3.827021247335479e-18,1.796875,1
2032,cell,,16,116,-0.03125,3.827021247335479e-18,1.8125,1
2033,cell,,16,117,-0.03125,3.827021247335479e-18,1.828125,0
2034,cell,,17,0,-0.03064954001260095,-0.006096572563004011,0.0,1
2035,cell,,17,1,-0.03064954001260095,-0.006096572563004011,0.015625,1
2036,cell,,17,2,-0.03064954001260095,-0.006096572563004011,0.03125,1
2037,cell,,17,3,-0.03064954001260095,-0.006096572563004011,0.046875,1
2038,cell,,17,4,-0.03064954001260095,-0.006096572563004011,0.0625,0
2039,cell,,17,5,-0.03064954001260095,-0.006096572563004011,0.078125,1
2040,cell,,17,6,-0.03064954001260095,-0.006096572563004011,0.09375,1
2041,cell,,17,7,-0.03064954001260095,-0.006096572563004011,0.109375,0
2042,cell,,17,8,-0.03064954001260095,-0.006096572563004011,0.125,0
2043,cell,,17,9,-0.03064954001260095,-0.006096572563004011,0.140625,0
2044,cell,,17,10,-0.03064954001260095,-0.006096572563004011,0.15625,0
2045,cell,,17,11,-0.03064954001260095,-0.006096572563004011,0.171875,0
2046,cell,,17,12,-0.03064954001260095,-0.006096572563004011,0.1875,0
2047,cell,,17,13,-0.03064954001260095,-0.006096572563004011,0.203125,0
2048,cell,,17,14,-0.03064954001260095,-0.006096572563004011,0.21875,0
2049,cell,,17,15,-0.03064954001260095,-0.006096572563004011,0.234375,0
2050,cell,,17,16,-0.03064954001260095,-0.006096572563004011,0.25,0
2051,cell,,17,17,-0.03064954001260095,-0.006096572563004011,0.265625,0
2052,cell,,17,18,-0.03064954001260095,-0.006096572563004011,0.28125,0
2053,cell,,17,19,-0.03064954001260095,-0.006096572563004011,0.296875,0
2054,cell,,17,20,-0.03064954001260095,-0.006096572563004011,0.3125,0
2055,cell,,17,21,-0.03064954001260095,-0.006096572563004011,0.328125,0
2056,cell,,17,22,-0.03064954001260095,-0.006096572563004011,0.34375,0
2057,cell,,17,23,-0.03064954001260095,-0.006096572563004011,0.359375,0
2058,cell,,17,24,-0.03064954001260095,-0.006096572563004011,0.375,0
2059,cell,,17,25,-0.03064954001260095,-0.006096572563004011,0.390625,0
2060,cell,,17,26,-0.03064954001260095,-0.006096572563004011,0.40625,0
2061,cell,,17,27,-0.03064954001260095,-0.006096572563004011,0.421875,0
2062,cell,,17,28,-0.03064954001260095,-0.006096572563004011,0.4375,0
2063,cell,,17,29,-0.03064954001260095,-0.006096572563004011,0.453125,0
2064,cell,,17,30,-0.03064954001260095,-0.006096572563004011,0.46875,0
2065,cell,,17,31,-0.03064954001260095,-0.006096572563004011,0.484375,0
2066,cell,,17,32,-0.03064954001260095,-0.006096572563004011,0.5,0
2067,cell,,17,33,-0.03064954001260095,-0.006096572563004011,0.515625,1
2068,cell,,17,34,-0.03064954001260095,-0.006096572563004011,0.53125,0
2069,cell,,17,35,-0.03064954001260095,-0.006096572563004011,0.546875,1
2070,cell,,17,36,-0.03064954001260095,-0.006096572563004011,0.5625,1
2071,cell,,17,37,-0.03064954001260095,-0.006096572563004011,0.578125,0
2072,cell,,17,38,-0.03064954001260095,-0.006096572563004011,0.59375,0
2073,cell,,17,39,-0.03064954001260095,-0.006096572563004011,0.609375,1
2074,cell,,17,40,-0.03064954001260095,-0.006096572563004011,0.625,0
2075,cell,,17,41,-0.03064954001260095,-0.006096572563004011,0.640625,0
2076,cell,,17,42,-0.03064954001260095,-0.006096572563004011,0.65625,0
2077,cell,,17,43,-0.03064954001260095,-0.006096572563004011,0.671875,0
2078,cell,,17,44,-0.03064954001260095,-0.006096572563004011,0.6875,0
2079,cell,,17,45,-0.03064954001260095,-0.006096572563004011,0.703125,0
2080,cell,,17,46,-0.03064954001260095,-0.006096572563004011,0.71875,0
2081,cell,,17,47,-0.03064954001260095,-0.006096572563004011,0.734375,0
2082,cell,,17,48,-0.03064954001260095,-0.006096572563004011,0.75,0
2083,cell,,17,49,-0.03064954001260095,-0.006096572563004011,0.765625,0
2084,cell,,17,50,-0.03064954001260095,-0.006096572563004011,0.78125,0
2085,cell,,17,51,-0.03064954001260095,-0.006096572563004011,0.796875,0
2086,cell,,17,52,-0.03064954001260095,-0.006096572563004011,0.8125,0
2087,cell,,17,53,-0.03064954001260095,-0.006096572563004011,0.828125,0
2088,cell,,17,54,-0.03064954001260095,-0.006096572563004011,0.84375,0
2089,cell,,17,55,-0.03064954001260095,-0.006096572563004011,0.859375,0
2090,cell,,17,56,-0.03064954001260095,-0.006096572563004011,0.875,0
2091,cell,,17,57,-0.03064954001260095,-0.006096572563004011,0.890625,0
2092,cell,,17,58,-0.03064954001260095,-0.006096572563004011,0.90625,0
2093,cell,,17,59,-0.03064954001260095,-0.006096572563004011,0.921875,0
2094,cell,,17,60,-0.03064954001260095,-0.006096572563004011,0.9375,0
2095,cell,,17,61,-0.03064954001260095,-0.006096572563004011,0.953125,0
2096,cell,,17,62,-0.03064954001260095,-0.006096572563004011,0.96875,0
2097,cell,,17,63,-0.03064954001260095,-0.006096572563004011,0.984375,0
2098,cell,,17,64,-0.03064954001260095,-0.006096572563004011,1.0,0
2099,cell,,17,65,-0.03064954001260095,-0.006096572563004011,1.015625,0
2100,cell,,17,66,-0.03064954001260095,-0.006096572563004011,1.03125,1
2101,cell,,17,67,-0.03064954001260095,-0.006096572563004011,1.046875,1
2102,cell,,17,68,-0.03064954001260095,-0.006096572563004011,1.0625,1
2103,cell,,17,69,-0.03064954001260095,-0.006096572563004011,1.078125,0
2104,cell,,17,70,-0.03064954001260095,-0.006096572563004011,1.09375,0
2105,cell,,17,71,-0.03064954001260095,-0.006096572563004011,1.109375,0
2106,cell,,17,72,-0.03064954001260095,-0.006096572563004011,1.125,0
2107,cell,,17,73,-0.03064954001260095,-0.006096572563004011,1.140625,1
2108,cell,,17,74,-0.03064954001260095,-0.006096572563004011,1.15625,0
2109,cell,,17,75,-0.03064954001260095,-0.006096572563004011,1.171875,1
2110,cell,,17,76,-0.03064954001260095,-0.006096572563004011,1.1875,1
2111,cell,,17,77,-0.03064954001260095,-0.006096572563004011,1.203125,0
2112,cell,,17,78,-0.03064954001260095,-0.006096572563004011,1.21875,0
2113,cell,,17,79,-0.03064954001260095,-0.006096572563004011,1.234375,1
